PO_ID     ,CURRENCY_CODE,GROSS_AMOUNT        ,NET_AMOUNT          ,TAX_AMOUNT          ,LIFECYCLE_STATUS,OVERALL_STATUS
300001390,EUR          ,7650.51,6429,1221.51,N               ,P             
300001391,EUR          ,3986.25,3349.79,636.46,N               ,P             
300001392,EUR          ,3778.25,3175,603.25,N               ,P             
300001393,EUR          ,9599.61,8066.9,1532.71,N               ,P             
300001394,EUR          ,9859.15,8285,1574.15,N               ,P             
300001395,EUR          ,7388.11,6208.5,1179.61,N               ,P             
300001396,EUR          ,819.91,689,130.91,N               ,P             
300001397,EUR          ,5922.63,4977,945.63,N               ,P             
300001398,EUR          ,5696.53,4787,909.53,N               ,P             
300001399,EUR          ,9157.05,7695,1462.05,N               ,P             
300001400,EUR          ,4934.93,4147,787.93,N               ,P             
300001401,EUR          ,4934.93,4147,787.93,N               ,P             
300001402,EUR          ,2234.12,1877.4,356.72,N               ,P             
300001403,EUR          ,4928.98,4142,786.98,N               ,P             
300001404,EUR          ,2646.53,2223.97,422.56,N               ,P             
300001405,EUR          ,3527.05,2963.9,563.15,N               ,P             
300001406,EUR          ,3546.16,2979.97,566.19,N               ,P             
300001407,EUR          ,6539.05,5495,1044.05,N               ,P             
300001408,EUR          ,3340.33,2807,533.33,N               ,P             
300001409,EUR          ,3680.19,3092.6,587.59,N               ,P             
300001410,EUR          ,8745.31,7349,1396.31,N               ,P             
300001411,EUR          ,828.24,696,132.24,N               ,P             
300001412,EUR          ,584.29,491,93.29,N               ,P             
300001413,EUR          ,1765.88,1483.93,281.95,N               ,P             
300001414,EUR          ,8246.32,6929.68,1316.64,N               ,P             
300001415,EUR          ,2992.86,2515,477.86,N               ,P             
300001416,EUR          ,1520.46,1277.7,242.76,N               ,P             
300001417,EUR          ,808.84,679.7,129.14,N               ,P             
300001418,EUR          ,2203.88,1852,351.88,N               ,P             
300001419,EUR          ,7187.6,6040,1147.6,N               ,P             
300001420,EUR          ,3001.18,2522,479.18,N               ,P             
300001421,EUR          ,3090.42,2596.99,493.43,N               ,P             
300001422,EUR          ,3919.86,3294,625.86,N               ,P             
300001423,EUR          ,1397.06,1174,223.06,N               ,P             
300001424,EUR          ,20566.77,17283,3283.77,N               ,P             
300001425,EUR          ,36505.63,30677,5828.63,N               ,P             
300001426,EUR          ,11252.64,9456,1796.64,N               ,P             
300001427,EUR          ,11666.69,9803.94,1862.75,N               ,P             
300001428,EUR          ,7936.89,6669.66,1267.23,N               ,P             
300001429,EUR          ,1651.72,1388,263.72,N               ,P             
300001430,EUR          ,13132.36,11035.6,2096.76,N               ,P             
300001431,EUR          ,8171.61,6866.9,1304.71,N               ,P             
300001432,EUR          ,8641.78,7262,1379.78,N               ,P             
300001433,EUR          ,15404.55,12945,2459.55,N               ,P             
300001434,EUR          ,2767.94,2326,441.94,N               ,P             
300001435,EUR          ,8745.31,7349,1396.31,N               ,P             
300001436,EUR          ,5363.33,4507,856.33,N               ,P             
300001437,EUR          ,6375.94,5357.93,1018.01,N               ,P             
300001438,EUR          ,5413.31,4549,864.31,N               ,P             
300001439,EUR          ,3283.21,2759,524.21,N               ,P             
300001440,EUR          ,16463.09,13834.53,2628.56,N               ,P             
300001441,EUR          ,4456.55,3745,711.55,N               ,P             
300001442,EUR          ,2069.17,1738.8,330.37,N               ,P             
300001443,EUR          ,2308.48,1939.9,368.58,N               ,P             
300001444,EUR          ,6262.97,5263,999.97,N               ,P             
300001445,EUR          ,3980.08,3344.6,635.48,N               ,P             
300001446,EUR          ,2457.23,2064.9,392.33,N               ,P             
300001447,EUR          ,1535.1,1290,245.1,N               ,P             
300001448,EUR          ,9599.61,8066.9,1532.71,N               ,P             
300001449,EUR          ,22350.58,18782,3568.58,N               ,P             
300001450,EUR          ,53414.34,44886,8528.34,N               ,P             
300001451,EUR          ,12208.56,10259.3,1949.26,N               ,P             
300001452,EUR          ,10491.04,8816,1675.04,N               ,P             
300001453,EUR          ,470,394.96,75.04,N               ,P             
300001454,EUR          ,2755.56,2315.6,439.96,N               ,P             
300001455,EUR          ,13132.36,11035.6,2096.76,N               ,P             
300001456,EUR          ,2904.79,2441,463.79,N               ,P             
300001457,EUR          ,2354.54,1978.6,375.94,N               ,P             
300001458,EUR          ,4347.01,3652.95,694.06,N               ,P             
300001459,EUR          ,947.24,796,151.24,N               ,P             
300001460,EUR          ,27504.47,23113,4391.47,N               ,P             
300001461,EUR          ,252.28,212,40.28,N               ,P             
300001462,EUR          ,108157.91,90889,17268.91,N               ,P             
300001463,EUR          ,19452.93,16347,3105.93,N               ,P             
300001464,EUR          ,5822.67,4893,929.67,N               ,P             
300001465,EUR          ,13876.59,11661,2215.59,N               ,P             
300001466,EUR          ,60698.33,51007,9691.33,N               ,P             
300001467,EUR          ,854.42,718,136.42,N               ,P             
300001468,EUR          ,3051.16,2564,487.16,N               ,P             
300001469,EUR          ,7360.39,6185.2,1175.19,N               ,P             
300001470,EUR          ,9292.66,7808.95,1483.71,N               ,P             
300001471,EUR          ,5015.85,4215,800.85,N               ,P             
300001472,EUR          ,3523.59,2961,562.59,N               ,P             
300001473,EUR          ,9698.13,8149.69,1548.44,N               ,P             
300001474,EUR          ,6117.69,5140.92,976.77,N               ,P             
300001475,EUR          ,2277.66,1914,363.66,N               ,P             
300001476,EUR          ,20253.8,17020,3233.8,N               ,P             
300001477,EUR          ,7575.54,6366,1209.54,N               ,P             
300001478,EUR          ,4715.92,3962.96,752.96,N               ,P             
300001479,EUR          ,7848.05,6595,1253.05,N               ,P             
300001480,EUR          ,487.9,410,77.9,N               ,P             
300001481,EUR          ,1351.84,1136,215.84,N               ,P             
300001482,EUR          ,8554.91,7189,1365.91,N               ,P             
300001483,EUR          ,5682.25,4775,907.25,N               ,P             
300001484,EUR          ,3769.92,3168,601.92,N               ,P             
300001485,EUR          ,2589.45,2176,413.45,N               ,P             
300001486,EUR          ,54034.33,45407,8627.33,N               ,P             
300001487,EUR          ,108157.91,90889,17268.91,N               ,P             
300001488,EUR          ,6840.71,5748.5,1092.21,N               ,P             
300001489,EUR          ,63073.57,53003,10070.57,N               ,P             
300001490,EUR          ,2248.99,1889.91,359.08,N               ,P             
300001491,EUR          ,3986.25,3349.79,636.46,N               ,P             
300001492,EUR          ,6700.89,5631,1069.89,N               ,P             
300001493,EUR          ,10073.19,8464.87,1608.32,N               ,P             
300001494,EUR          ,3283.13,2758.94,524.19,N               ,P             
300001495,EUR          ,1710.03,1437,273.03,N               ,P             
300001496,EUR          ,1864.71,1566.98,297.73,N               ,P             
300001497,EUR          ,5601.33,4707,894.33,N               ,P             
300001498,EUR          ,3944.81,3314.97,629.84,N               ,P             
300001499,EUR          ,3233.23,2717,516.23,N               ,P             
300001500,EUR          ,3913.91,3289,624.91,N               ,P             
300001501,EUR          ,43534.96,36584,6950.96,N               ,P             
300001502,EUR          ,18142.74,15246,2896.74,N               ,P             
300001503,EUR          ,6251.07,5253,998.07,N               ,P             
300001504,EUR          ,4467.94,3754.57,713.37,N               ,P             
300001505,EUR          ,6362.89,5346.96,1015.93,N               ,P             
300001506,EUR          ,4348.26,3654,694.26,N               ,P             
300001507,EUR          ,1857.5,1560.92,296.58,N               ,P             
300001508,EUR          ,2791.74,2346,445.74,N               ,P             
300001509,EUR          ,1427.76,1199.8,227.96,N               ,P             
300001510,EUR          ,7261.38,6102,1159.38,N               ,P             
300001511,EUR          ,475.52,399.6,75.92,N               ,P             
300001512,EUR          ,15621.13,13127,2494.13,N               ,P             
300001513,EUR          ,6320.04,5310.95,1009.09,N               ,P             
300001514,EUR          ,239.19,201,38.19,N               ,P             
300001515,EUR          ,13075.83,10988.1,2087.73,N               ,P             
300001516,EUR          ,1942.08,1632,310.08,N               ,P             
300001517,EUR          ,117.8,98.99,18.81,N               ,P             
300001518,EUR          ,19813.5,16650,3163.5,N               ,P             
300001519,EUR          ,8448.47,7099.56,1348.91,N               ,P             
300001520,EUR          ,3980.08,3344.6,635.48,N               ,P             
300001521,EUR          ,7625.52,6408,1217.52,N               ,P             
300001522,EUR          ,1535.1,1290,245.1,N               ,P             
300001523,EUR          ,1624.35,1365,259.35,N               ,P             
300001524,EUR          ,13781.39,11581,2200.39,N               ,P             
300001525,EUR          ,47582.15,39985,7597.15,N               ,P             
300001526,EUR          ,18190.34,15286,2904.34,N               ,P             
300001527,EUR          ,9182.04,7716,1466.04,N               ,P             
300001528,EUR          ,5806.01,4879,927.01,N               ,P             
300001529,EUR          ,1626.37,1366.7,259.67,N               ,P             
300001530,EUR          ,2691.78,2262,429.78,N               ,P             
300001531,EUR          ,4950.4,4160,790.4,N               ,P             
300001532,EUR          ,12020.19,10101,1919.19,N               ,P             
300001533,EUR          ,71973.58,60482,11491.58,N               ,P             
300001534,EUR          ,8751.26,7354,1397.26,N               ,P             
300001535,EUR          ,4938.5,4150,788.5,N               ,P             
300001536,EUR          ,3227.24,2711.97,515.27,N               ,P             
300001537,EUR          ,8542.94,7178.94,1364,N               ,P             
300001538,EUR          ,3485.98,2929.4,556.58,N               ,P             
300001539,EUR          ,6127.29,5148.98,978.31,N               ,P             
300001540,EUR          ,13274.68,11155.2,2119.48,N               ,P             
300001541,EUR          ,1933.73,1624.98,308.75,N               ,P             
300001542,EUR          ,2153.9,1810,343.9,N               ,P             
300001543,EUR          ,5622.75,4725,897.75,N               ,P             
300001544,EUR          ,20476.33,17207,3269.33,N               ,P             
300001545,EUR          ,90278.16,75864,14414.16,N               ,P             
300001546,EUR          ,12848.43,10797,2051.43,N               ,P             
300001547,EUR          ,1067.43,897,170.43,N               ,P             
300001548,EUR          ,5257.42,4418,839.42,N               ,P             
300001549,EUR          ,16756.39,14081,2675.39,N               ,P             
300001550,EUR          ,7349.35,6175.92,1173.43,N               ,P             
300001551,EUR          ,11252.64,9456,1796.64,N               ,P             
300001552,EUR          ,3140.41,2639,501.41,N               ,P             
300001553,EUR          ,6251.07,5253,998.07,N               ,P             
300001554,EUR          ,3944.82,3314.97,629.85,N               ,P             
300001555,EUR          ,125635.44,105576,20059.44,N               ,P             
300001556,EUR          ,974.61,819,155.61,N               ,P             
300001557,EUR          ,3669.96,3084,585.96,N               ,P             
300001558,EUR          ,7677.85,6451.97,1225.88,N               ,P             
300001559,EUR          ,3453.38,2902,551.38,N               ,P             
300001560,EUR          ,12644.94,10626,2018.94,N               ,P             
300001561,EUR          ,4598.16,3864,734.16,N               ,P             
300001562,EUR          ,722.23,606.91,115.32,N               ,P             
300001563,EUR          ,2354.54,1978.6,375.94,N               ,P             
300001564,EUR          ,10281.6,8640,1641.6,N               ,P             
300001565,EUR          ,213043.32,179028,34015.32,N               ,P             
300001566,EUR          ,222.41,186.9,35.51,N               ,P             
300001567,EUR          ,808.84,679.7,129.14,N               ,P             
300001568,EUR          ,4137.63,3477,660.63,N               ,P             
300001569,EUR          ,1995.63,1677,318.63,N               ,P             
300001570,EUR          ,11320.47,9513,1807.47,N               ,P             
300001571,EUR          ,12848.43,10797,2051.43,N               ,P             
300001572,EUR          ,514.08,432,82.08,N               ,P             
300001573,EUR          ,3260.6,2740,520.6,N               ,P             
300001574,EUR          ,6117.69,5140.92,976.77,N               ,P             
300001575,EUR          ,14307.48,12023.1,2284.38,N               ,P             
300001576,EUR          ,3510.74,2950.2,560.54,N               ,P             
300001577,EUR          ,8979.74,7546,1433.74,N               ,P             
300001578,EUR          ,5519.22,4638,881.22,N               ,P             
300001579,EUR          ,14102.69,11851,2251.69,N               ,P             
300001580,EUR          ,3483.13,2927,556.13,N               ,P             
300001581,EUR          ,53780.86,45194,8586.86,N               ,P             
300001582,EUR          ,4872.25,4094.33,777.92,N               ,P             
300001583,EUR          ,8811.95,7405,1406.95,N               ,P             
300001584,EUR          ,5033.7,4230,803.7,N               ,P             
300001585,EUR          ,4031.72,3388,643.72,N               ,P             
300001586,EUR          ,6282.82,5279.68,1003.14,N               ,P             
300001587,EUR          ,12603.29,10591,2012.29,N               ,P             
300001588,EUR          ,6178.48,5192,986.48,N               ,P             
300001589,EUR          ,7191.17,6043,1148.17,N               ,P             
300001590,EUR          ,19331.55,16245,3086.55,N               ,P             
300001591,EUR          ,3297.49,2771,526.49,N               ,P             
300001592,EUR          ,1463.58,1229.9,233.68,N               ,P             
300001593,EUR          ,7892.07,6631.99,1260.08,N               ,P             
300001594,EUR          ,5115.77,4298.97,816.8,N               ,P             
300001595,EUR          ,521.22,438,83.22,N               ,P             
300001596,EUR          ,3297.49,2771,526.49,N               ,P             
300001597,EUR          ,7775.46,6534,1241.46,N               ,P             
300001598,EUR          ,5234.8,4398.99,835.81,N               ,P             
300001599,EUR          ,24302.18,20422,3880.18,N               ,P             
300001600,EUR          ,5007.75,4208.2,799.55,N               ,P             
300001601,EUR          ,3653.3,3070,583.3,N               ,P             
300001602,EUR          ,4074.08,3423.6,650.48,N               ,P             
300001603,EUR          ,4696.93,3947,749.93,N               ,P             
300001604,EUR          ,8509.64,7150.96,1358.68,N               ,P             
300001605,EUR          ,6436.71,5409,1027.71,N               ,P             
300001606,EUR          ,2942.87,2473,469.87,N               ,P             
300001607,EUR          ,8509.67,7150.98,1358.69,N               ,P             
300001608,EUR          ,6053.53,5087,966.53,N               ,P             
300001609,EUR          ,1113.84,936,177.84,N               ,P             
300001610,EUR          ,660.4,554.95,105.45,N               ,P             
300001611,EUR          ,4676.7,3930,746.7,N               ,P             
300001612,EUR          ,7771.81,6530.93,1240.88,N               ,P             
300001613,EUR          ,11816.17,9929.55,1886.62,N               ,P             
300001614,EUR          ,4523.19,3801,722.19,N               ,P             
300001615,EUR          ,9935.31,8349,1586.31,N               ,P             
300001616,EUR          ,3982.93,3347,635.93,N               ,P             
300001617,EUR          ,3259.41,2739,520.41,N               ,P             
300001618,EUR          ,4249.49,3571,678.49,N               ,P             
300001619,EUR          ,7539.84,6336,1203.84,N               ,P             
300001620,EUR          ,11506.11,9669,1837.11,N               ,P             
300001621,EUR          ,3752.07,3153,599.07,N               ,P             
300001622,EUR          ,549.78,462,87.78,N               ,P             
300001623,EUR          ,2343.94,1969.7,374.24,N               ,P             
300001624,EUR          ,6298.57,5292.92,1005.65,N               ,P             
300001625,EUR          ,3510.75,2950.2,560.55,N               ,P             
300001626,EUR          ,11738.16,9864,1874.16,N               ,P             
300001627,EUR          ,13258.98,11142,2116.98,N               ,P             
300001628,EUR          ,16561.23,13917,2644.23,N               ,P             
300001629,EUR          ,3422.44,2876,546.44,N               ,P             
300001630,EUR          ,8745.31,7349,1396.31,N               ,P             
300001631,EUR          ,5961.53,5009.69,951.84,N               ,P             
300001632,EUR          ,31419.57,26403,5016.57,N               ,P             
300001633,EUR          ,7450.59,6261,1189.59,N               ,P             
300001634,EUR          ,3803.24,3196,607.24,N               ,P             
300001635,EUR          ,7134.01,5994.96,1139.05,N               ,P             
300001636,EUR          ,8212.15,6900.97,1311.18,N               ,P             
300001637,EUR          ,3257.03,2737,520.03,N               ,P             
300001638,EUR          ,2645.37,2223,422.37,N               ,P             
300001639,EUR          ,7022.19,5901,1121.19,N               ,P             
300001640,EUR          ,7650.51,6429,1221.51,N               ,P             
300001641,EUR          ,3986.25,3349.79,636.46,N               ,P             
300001642,EUR          ,3778.25,3175,603.25,N               ,P             
300001643,EUR          ,9599.61,8066.9,1532.71,N               ,P             
300001644,EUR          ,9859.15,8285,1574.15,N               ,P             
300001645,EUR          ,7388.11,6208.5,1179.61,N               ,P             
300001646,EUR          ,819.91,689,130.91,N               ,P             
300001647,EUR          ,5922.63,4977,945.63,N               ,P             
300001648,EUR          ,5696.53,4787,909.53,N               ,P             
300001649,EUR          ,9157.05,7695,1462.05,N               ,P             
300001650,EUR          ,4934.93,4147,787.93,N               ,P             
300001651,EUR          ,4934.93,4147,787.93,N               ,P             
300001652,EUR          ,2234.12,1877.4,356.72,N               ,P             
300001653,EUR          ,4928.98,4142,786.98,N               ,P             
300001654,EUR          ,2646.53,2223.97,422.56,N               ,P             
300001655,EUR          ,3527.05,2963.9,563.15,N               ,P             
300001656,EUR          ,3546.16,2979.97,566.19,N               ,P             
300001657,EUR          ,6539.05,5495,1044.05,N               ,P             
300001658,EUR          ,3340.33,2807,533.33,N               ,P             
300001659,EUR          ,3680.19,3092.6,587.59,N               ,P             
300001660,EUR          ,8745.31,7349,1396.31,N               ,P             
300001661,EUR          ,828.24,696,132.24,N               ,P             
300001662,EUR          ,584.29,491,93.29,N               ,P             
300001663,EUR          ,1765.88,1483.93,281.95,N               ,P             
300001664,EUR          ,8246.32,6929.68,1316.64,N               ,P             
300001665,EUR          ,2992.86,2515,477.86,N               ,P             
300001666,EUR          ,1520.46,1277.7,242.76,N               ,P             
300001667,EUR          ,808.84,679.7,129.14,N               ,P             
300001668,EUR          ,2203.88,1852,351.88,N               ,P             
300001669,EUR          ,7187.6,6040,1147.6,N               ,P             
300001670,EUR          ,3001.18,2522,479.18,N               ,P             
300001671,EUR          ,3090.42,2596.99,493.43,N               ,P             
300001672,EUR          ,3919.86,3294,625.86,N               ,P             
300001673,EUR          ,1397.06,1174,223.06,N               ,P             
300001674,EUR          ,20566.77,17283,3283.77,N               ,P             
300001675,EUR          ,36505.63,30677,5828.63,N               ,P             
300001676,EUR          ,11252.64,9456,1796.64,N               ,P             
300001677,EUR          ,11666.69,9803.94,1862.75,N               ,P             
300001678,EUR          ,7936.89,6669.66,1267.23,N               ,P             
300001679,EUR          ,1651.72,1388,263.72,N               ,P             
300001680,EUR          ,13132.36,11035.6,2096.76,N               ,P             
300001681,EUR          ,8171.61,6866.9,1304.71,N               ,P             
300001682,EUR          ,8641.78,7262,1379.78,N               ,P             
300001683,EUR          ,15404.55,12945,2459.55,N               ,P             
300001684,EUR          ,2767.94,2326,441.94,N               ,P             
300001685,EUR          ,8745.31,7349,1396.31,N               ,P             
300001686,EUR          ,5363.33,4507,856.33,N               ,P             
300001687,EUR          ,6375.94,5357.93,1018.01,N               ,P             
300001688,EUR          ,5413.31,4549,864.31,N               ,P             
300001689,EUR          ,3283.21,2759,524.21,N               ,P             
300001690,EUR          ,16463.09,13834.53,2628.56,N               ,P             
300001691,EUR          ,4456.55,3745,711.55,N               ,P             
300001692,EUR          ,2069.17,1738.8,330.37,N               ,P             
300001693,EUR          ,2308.48,1939.9,368.58,N               ,P             
300001694,EUR          ,6262.97,5263,999.97,N               ,P             
300001695,EUR          ,3980.08,3344.6,635.48,N               ,P             
300001696,EUR          ,2457.23,2064.9,392.33,N               ,P             
300001697,EUR          ,1535.1,1290,245.1,N               ,P             
300001698,EUR          ,9599.61,8066.9,1532.71,N               ,P             
300001699,EUR          ,22350.58,18782,3568.58,N               ,P             
300001700,EUR          ,53414.34,44886,8528.34,N               ,P             
300001701,EUR          ,12208.56,10259.3,1949.26,N               ,P             
300001702,EUR          ,10491.04,8816,1675.04,N               ,P             
300001703,EUR          ,470,394.96,75.04,N               ,P             
300001704,EUR          ,2755.56,2315.6,439.96,N               ,P             
300001705,EUR          ,13132.36,11035.6,2096.76,N               ,P             
300001706,EUR          ,2904.79,2441,463.79,N               ,P             
300001707,EUR          ,2354.54,1978.6,375.94,N               ,P             
300001708,EUR          ,4347.01,3652.95,694.06,N               ,P             
300001709,EUR          ,947.24,796,151.24,N               ,P             
300001710,EUR          ,27504.47,23113,4391.47,N               ,P             
300001711,EUR          ,252.28,212,40.28,N               ,P             
300001712,EUR          ,108157.91,90889,17268.91,N               ,P             
300001713,EUR          ,19452.93,16347,3105.93,N               ,P             
300001714,EUR          ,5822.67,4893,929.67,N               ,P             
300001715,EUR          ,13876.59,11661,2215.59,N               ,P             
300001716,EUR          ,60698.33,51007,9691.33,N               ,P             
300001717,EUR          ,854.42,718,136.42,N               ,P             
300001718,EUR          ,3051.16,2564,487.16,N               ,P             
300001719,EUR          ,7360.39,6185.2,1175.19,N               ,P             
300001720,EUR          ,9292.66,7808.95,1483.71,N               ,P             
300001721,EUR          ,5015.85,4215,800.85,N               ,P             
300001722,EUR          ,3523.59,2961,562.59,N               ,P             
300001723,EUR          ,9698.13,8149.69,1548.44,N               ,P             
300001724,EUR          ,6117.69,5140.92,976.77,N               ,P             
300001725,EUR          ,2277.66,1914,363.66,N               ,P             
300001726,EUR          ,20253.8,17020,3233.8,N               ,P             
300001727,EUR          ,7575.54,6366,1209.54,N               ,P             
300001728,EUR          ,4715.92,3962.96,752.96,N               ,P             
300001729,EUR          ,7848.05,6595,1253.05,N               ,P             
300001730,EUR          ,487.9,410,77.9,N               ,P             
300001731,EUR          ,1351.84,1136,215.84,N               ,P             
300001732,EUR          ,8554.91,7189,1365.91,N               ,P             
300001733,EUR          ,5682.25,4775,907.25,N               ,P             
300001734,EUR          ,3769.92,3168,601.92,N               ,P             
300001735,EUR          ,2589.45,2176,413.45,N               ,P             
300001736,EUR          ,54034.33,45407,8627.33,N               ,P             
300001737,EUR          ,108157.91,90889,17268.91,N               ,P             
300001738,EUR          ,6840.71,5748.5,1092.21,N               ,P             
300001739,EUR          ,63073.57,53003,10070.57,N               ,P             
300001740,EUR          ,2248.99,1889.91,359.08,N               ,P             
300001741,EUR          ,3986.25,3349.79,636.46,N               ,P             
300001742,EUR          ,6700.89,5631,1069.89,N               ,P             
300001743,EUR          ,10073.19,8464.87,1608.32,N               ,P             
300001744,EUR          ,3283.13,2758.94,524.19,N               ,P             
300001745,EUR          ,1710.03,1437,273.03,N               ,P             
300001746,EUR          ,1864.71,1566.98,297.73,N               ,P             
300001747,EUR          ,5601.33,4707,894.33,N               ,P             
300001748,EUR          ,3944.81,3314.97,629.84,N               ,P             
300001749,EUR          ,3233.23,2717,516.23,N               ,P             
300001750,EUR          ,3913.91,3289,624.91,N               ,P             
300001751,EUR          ,43534.96,36584,6950.96,N               ,P             
300001752,EUR          ,18142.74,15246,2896.74,N               ,P             
300001753,EUR          ,6251.07,5253,998.07,N               ,P             
300001754,EUR          ,4467.94,3754.57,713.37,N               ,P             
300001755,EUR          ,6362.89,5346.96,1015.93,N               ,P             
300001756,EUR          ,4348.26,3654,694.26,N               ,P             
300001757,EUR          ,1857.5,1560.92,296.58,N               ,P             
300001758,EUR          ,2791.74,2346,445.74,N               ,P             
300001759,EUR          ,1427.76,1199.8,227.96,N               ,P             
300001760,EUR          ,7261.38,6102,1159.38,N               ,P             
300001761,EUR          ,475.52,399.6,75.92,N               ,P             
300001762,EUR          ,15621.13,13127,2494.13,N               ,P             
300001763,EUR          ,6320.04,5310.95,1009.09,N               ,P             
300001764,EUR          ,239.19,201,38.19,N               ,P             
300001765,EUR          ,13075.83,10988.1,2087.73,N               ,P             
300001766,EUR          ,1942.08,1632,310.08,N               ,P             
300001767,EUR          ,117.8,98.99,18.81,N               ,P             
300001768,EUR          ,19813.5,16650,3163.5,N               ,P             
300001769,EUR          ,8448.47,7099.56,1348.91,N               ,P             
300001770,EUR          ,3980.08,3344.6,635.48,N               ,P             
300001771,EUR          ,7625.52,6408,1217.52,N               ,P             
300001772,EUR          ,1535.1,1290,245.1,N               ,P             
300001773,EUR          ,1624.35,1365,259.35,N               ,P             
300001774,EUR          ,13781.39,11581,2200.39,N               ,P             
300001775,EUR          ,47582.15,39985,7597.15,N               ,P             
300001776,EUR          ,18190.34,15286,2904.34,N               ,P             
300001777,EUR          ,9182.04,7716,1466.04,N               ,P             
300001778,EUR          ,5806.01,4879,927.01,N               ,P             
300001779,EUR          ,1626.37,1366.7,259.67,N               ,P             
300001780,EUR          ,2691.78,2262,429.78,N               ,P             
300001781,EUR          ,4950.4,4160,790.4,N               ,P             
300001782,EUR          ,12020.19,10101,1919.19,N               ,P             
300001783,EUR          ,71973.58,60482,11491.58,N               ,P             
300001784,EUR          ,8751.26,7354,1397.26,N               ,P             
300001785,EUR          ,4938.5,4150,788.5,N               ,P             
300001786,EUR          ,3227.24,2711.97,515.27,N               ,P             
300001787,EUR          ,8542.94,7178.94,1364,N               ,P             
300001788,EUR          ,3485.98,2929.4,556.58,N               ,P             
300001789,EUR          ,6127.29,5148.98,978.31,N               ,P             
300001790,EUR          ,13274.68,11155.2,2119.48,N               ,P             
300001791,EUR          ,1933.73,1624.98,308.75,N               ,P             
300001792,EUR          ,2153.9,1810,343.9,N               ,P             
300001793,EUR          ,5622.75,4725,897.75,N               ,P             
300001794,EUR          ,20476.33,17207,3269.33,N               ,P             
300001795,EUR          ,90278.16,75864,14414.16,N               ,P             
300001796,EUR          ,12848.43,10797,2051.43,N               ,P             
300001797,EUR          ,1067.43,897,170.43,N               ,P             
300001798,EUR          ,5257.42,4418,839.42,N               ,P             
300001799,EUR          ,16756.39,14081,2675.39,N               ,P             
300001800,EUR          ,7349.35,6175.92,1173.43,N               ,P             
300001801,EUR          ,11252.64,9456,1796.64,N               ,P             
300001802,EUR          ,3140.41,2639,501.41,N               ,P             
300001803,EUR          ,6251.07,5253,998.07,N               ,P             
300001804,EUR          ,3944.82,3314.97,629.85,N               ,P             
300001805,EUR          ,125635.44,105576,20059.44,N               ,P             
300001806,EUR          ,974.61,819,155.61,N               ,P             
300001807,EUR          ,3669.96,3084,585.96,N               ,P             
300001808,EUR          ,7677.85,6451.97,1225.88,N               ,P             
300001809,EUR          ,3453.38,2902,551.38,N               ,P             
300001810,EUR          ,12644.94,10626,2018.94,N               ,P             
300001811,EUR          ,4598.16,3864,734.16,N               ,P             
300001812,EUR          ,722.23,606.91,115.32,N               ,P             
300001813,EUR          ,2354.54,1978.6,375.94,N               ,P             
300001814,EUR          ,10281.6,8640,1641.6,N               ,P             
300001815,EUR          ,213043.32,179028,34015.32,N               ,P             
300001816,EUR          ,222.41,186.9,35.51,N               ,P             
300001817,EUR          ,808.84,679.7,129.14,N               ,P             
300001818,EUR          ,4137.63,3477,660.63,N               ,P             
300001819,EUR          ,1995.63,1677,318.63,N               ,P             
300001820,EUR          ,11320.47,9513,1807.47,N               ,P             
300001821,EUR          ,12848.43,10797,2051.43,N               ,P             
300001822,EUR          ,514.08,432,82.08,N               ,P             
300001823,EUR          ,3260.6,2740,520.6,N               ,P             
300001824,EUR          ,6117.69,5140.92,976.77,N               ,P             
300001825,EUR          ,14307.48,12023.1,2284.38,N               ,P             
300001826,EUR          ,3510.74,2950.2,560.54,N               ,P             
300001827,EUR          ,8979.74,7546,1433.74,N               ,P             
300001828,EUR          ,5519.22,4638,881.22,N               ,P             
300001829,EUR          ,14102.69,11851,2251.69,N               ,P             
300001830,EUR          ,3483.13,2927,556.13,N               ,P             
300001831,EUR          ,53780.86,45194,8586.86,N               ,P             
300001832,EUR          ,4872.25,4094.33,777.92,N               ,P             
300001833,EUR          ,8811.95,7405,1406.95,N               ,P             
300001834,EUR          ,5033.7,4230,803.7,N               ,P             
300001835,EUR          ,4031.72,3388,643.72,N               ,P             
300001836,EUR          ,6282.82,5279.68,1003.14,N               ,P             
300001837,EUR          ,12603.29,10591,2012.29,N               ,P             
300001838,EUR          ,6178.48,5192,986.48,N               ,P             
300001839,EUR          ,7191.17,6043,1148.17,N               ,P             
300001840,EUR          ,19331.55,16245,3086.55,N               ,P             
300001841,EUR          ,3297.49,2771,526.49,N               ,P             
300001842,EUR          ,1463.58,1229.9,233.68,N               ,P             
300001843,EUR          ,7892.07,6631.99,1260.08,N               ,P             
300001844,EUR          ,5115.77,4298.97,816.8,N               ,P             
300001845,EUR          ,521.22,438,83.22,N               ,P             
300001846,EUR          ,3297.49,2771,526.49,N               ,P             
300001847,EUR          ,7775.46,6534,1241.46,N               ,P             
300001848,EUR          ,5234.8,4398.99,835.81,N               ,P             
300001849,EUR          ,24302.18,20422,3880.18,N               ,P             
300001850,EUR          ,5007.75,4208.2,799.55,N               ,P             
300001851,EUR          ,3653.3,3070,583.3,N               ,P             
300001852,EUR          ,4074.08,3423.6,650.48,N               ,P             
300001853,EUR          ,4696.93,3947,749.93,N               ,P             
